"school_id","filipino_mean","intervention","latitude","longitude"
104515,25.2,1,15.6675,121.5980556
104516,25.05,1,15.5772,121.5352
104517,29.04,1,15.49,121.4769444
104518,34.46,0,15.6063,121.5578
104519,33.79,0,15.67222222,121.4283333
104520,26.12,1,15.69805556,121.4672222
104521,20,1,15.6782,121.5437
104522,25.43,1,15.6691,121.4842
104523,30.52,1,15.68472222,121.5005556
104524,31.17,0,15.71388889,121.5011111
104525,25.86,1,15.5277,121.4919
104526,30.23,1,15.70805556,121.5225
104527,37.21,0,15.73861111,121.5027778
104528,35.14,0,15.72166667,121.5202778
104529,31.77,0,15.7325,121.5236111
104530,34.12,0,14.722129,120.5348629
104531,38.6,0,14.738261,120.446251
104532,32.36,0,14.70619246,120.5373512
104533,35.7,0,14.71844,120.502083
104534,34.86,0,14.72619916,120.5239022
104535,35.31,0,14.74266836,120.5366081
104536,38.6,0,14.720897,120.536659
104538,37.61,0,14.71250823,120.5290516
104539,37.03,0,14.71854462,120.5355858
104540,34.26,0,14.721325,120.542496
104541,36.56,0,14.59431407,120.3921256
104542,37.64,0,14.62011639,120.3867506
104543,37.38,0,14.493398,120.387756
104544,37.69,0,14.63191502,120.4281198
104545,35.91,0,14.606095,120.405828
104546,37.43,0,14.63221209,120.4495372
104547,33.85,0,14.527964,120.383614
104548,37.97,0,14.628194,120.440086
104549,37.29,0,14.464436,120.397369
104550,36.24,0,14.600027,120.399963
104551,33.46,0,14.674044,120.508641
104552,30.36,1,14.6815995,120.5452752
104553,34.44,0,14.66135,120.507759
104554,35.06,0,14.663683,120.537593
104555,36.67,0,14.62360055,120.4677151
104556,30.27,1,14.67517742,120.5383615
104557,33.84,0,14.66833774,120.5432833
104559,31.12,0,14.677925,120.447411
104560,34.65,0,14.689238,120.510727
104561,32.17,0,14.6896792,120.5560738
104562,36.44,0,14.695911,120.559639
104563,37.61,0,14.68683096,120.5474964
104564,31.65,0,14.683364,120.512802
104565,33.64,0,14.68204664,120.5273623
104566,26.5,1,14.647161,120.461716
104567,32.99,0,14.67805707,120.5332661
104568,36.66,0,14.69282397,120.5602255
104569,35.76,0,14.6955996,120.5385107
104570,37.41,0,14.878096,120.455017
104572,35.99,0,14.84785464,120.412427
104573,36.7,0,14.85667629,120.4795587
104574,38.42,0,14.897566,120.448723
104575,38.28,0,14.86841682,120.4692942
104576,38.7,0,14.84814,120.39904
104577,36.8,0,14.864662,120.434448
104578,38.7,0,14.87064573,120.4622941
104579,38.7,0,14.85450346,120.4739906
104580,34.8,0,14.864994,120.448631
104581,38.46,0,14.84659862,120.4201981
104582,35.81,0,14.86245004,120.4264823
104583,35.27,0,14.88078908,120.4623601
104584,34.74,0,14.88976714,120.4625475
104585,38.21,0,14.89327566,120.4673554
104586,35.16,0,14.850175,120.419609
104587,31.6,0,14.853411,120.378548
104589,38.41,0,14.84999754,120.3895014
104590,38.45,0,14.893892,120.439598
104591,32.32,0,14.846721,120.360665
104592,34.89,0,14.86190462,120.4405222
104593,37.42,0,14.8479156,120.4248395
104594,31.2,0,14.848345,120.382034
104595,34.58,0,14.86961633,120.4627397
104597,36.71,0,14.91345911,120.4785158
104598,38.84,0,14.885629,120.446701
104600,38.76,0,14.860003,120.471848
104601,37.6,0,14.87648998,120.4589984
104602,33.33,0,14.850719,120.418076
104603,38.44,0,14.897213,120.472527
104604,34.68,0,14.83545596,120.5160217
104605,35.23,0,14.85252602,120.4375131
104606,32.32,0,14.86359619,120.4900462
104607,38.12,0,14.84321495,120.4248392
104608,32.8,0,14.84366106,120.473056
104609,26.94,1,14.8387,120.478
104610,35.98,0,14.8303558,120.5094461
104611,30.21,1,14.826169,120.394669
104612,35.25,0,14.842114,120.423225
104613,35.97,0,14.833314,120.493965
104615,35.37,0,14.826054,120.469854
104616,35.62,0,14.831471,120.403648
104617,35.94,0,14.837691,120.343475
104618,32.26,0,14.840227,120.502823
104619,36.92,0,14.85451,120.516708
104620,33.59,0,14.81473903,120.4638845
104621,30.16,1,14.844093,120.350579
104622,31.98,0,14.53587683,120.5905427
104623,34.23,0,14.508321,120.587959
104624,27.65,1,14.568777,120.59549
104625,36.9,0,14.57021427,120.5825729
104626,36.25,0,14.50804705,120.5878058
104627,36.52,0,14.54818727,120.5772584
104628,35.3,0,14.56374243,120.5954994
104629,35.31,0,14.546045,120.560295
104630,35.73,0,14.55651351,120.5978274
104631,31.75,0,14.51462827,120.6087239
104632,36.76,0,14.56116921,120.5948766
104633,33.4,0,14.5516475,120.5971685
104634,31.53,0,14.546275,120.584074
104635,31.54,0,14.436111,120.483889
104636,31.41,0,14.46102088,120.5330902
104637,32.96,0,14.43643973,120.4733574
104638,32.27,0,14.43369905,120.5226378
104639,34.24,0,14.49737768,120.5981566
104640,30.94,0,14.488669,120.607491
104641,31.64,0,14.45365348,120.4938661
104642,30.96,0,14.45467948,120.5889176
104643,37.2,0,14.42998582,120.4828438
104644,32.48,0,14.474823,120.603269
104645,34.88,0,14.48870722,120.5825687
104646,34,0,14.49133045,120.5771049
104647,30.45,1,14.42700733,120.5177303
104648,33.39,0,14.443818,120.451935
104649,30.53,1,14.45797805,120.5945712
104650,32.51,0,14.68246308,120.2680419
104651,26.06,1,14.717716,120.318993
104652,36.62,0,14.73248193,120.2798392
104653,35.96,0,14.740697,120.281532
104654,34.13,0,14.67768232,120.2680287
104655,32.66,0,14.656996,120.295235
104656,33.52,0,14.691135,120.250488
104657,36.38,0,14.653846,120.343704
104658,21.8,1,14.790163,120.519806
104659,35.05,0,14.8029038,120.4891212
104660,34.15,0,14.813263,120.532829
104661,22.73,1,14.79435268,120.5386899
104662,28.35,1,14.796646,120.431984
104663,28.09,1,14.80275351,120.5338221
104664,26.31,1,14.79686248,120.5387731
104665,29.86,1,14.77160438,120.4561278
104666,28.53,1,14.80289004,120.5416914
104667,29.04,1,14.80124793,120.5427577
104668,26.41,1,14.799864,120.530244
104669,31.62,0,14.81895871,120.5422505
104670,27.04,1,14.79159555,120.4565427
104671,32.21,0,14.75507995,120.4304152
104672,35.25,0,14.81763,120.517769
104673,28.11,1,14.81327583,120.5197626
104674,31,0,14.621228,120.5839237
104675,28.46,1,14.616036,120.565712
104676,32.68,0,14.642064,120.574619
104677,33.71,0,14.64176271,120.5790307
104678,31.33,0,14.6163072,120.5818938
104679,32.3,0,14.60021664,120.5793348
104680,32,0,14.6167,120.582999
104681,31.34,0,14.630004,120.529854
104682,33.84,0,14.618316,120.5780357
104683,33.51,0,14.62398529,120.5839629
104684,28.37,1,14.6167,120.583
104685,35.84,0,14.6140925,120.5685759
104686,34.87,0,14.592126,120.585495
104687,32.25,0,14.633757,120.572853
104688,36.75,0,14.6456,120.539
104689,37.87,0,14.66743842,120.5640415
104690,36.27,0,14.6866093,120.5587967
104691,38.89,0,14.632997,120.511269
104692,36.85,0,14.67159722,120.5627667
104693,37.7,0,14.63310753,120.4900536
104694,37.04,0,14.634185,120.529388
104695,35.67,0,14.6700765,120.5519132
104696,38.07,0,14.659798,120.564903
104697,36.79,0,14.66716252,120.5583362
104698,26.36,1,14.677344,120.547379
104699,37.24,0,14.66,120.565002
104700,32.66,0,14.760374,120.506546
104701,33.57,0,14.75090137,120.5407638
104702,30.65,1,14.77639933,120.4814017
104703,27.24,1,14.76008942,120.4930553
104704,38.24,0,14.78172569,120.503665
104705,34.61,0,14.77905634,120.5425992
104706,33.16,0,14.753264,120.450485
104707,34.73,0,14.76957545,120.5394801
104708,34.92,0,14.76256593,120.5398704
104709,34.7,0,14.75388882,120.5409259
104710,35.13,0,14.93033216,121.0262589
104711,33.55,0,14.93945074,121.0460704
104712,36.85,0,14.957988,121.071983
104713,34.5,0,14.940493,121.040443
104714,33.96,0,14.97734911,121.0658137
104715,36.21,0,14.918695,121.038239
104716,35.51,0,14.94441285,120.9710754
104717,33.79,0,14.94288149,120.981129
104718,35.51,0,14.9518426,121.012722
104719,37.13,0,14.95064651,121.0243848
104720,34.59,0,14.920499,121.006874
104721,36.64,0,14.920382,120.963341
104722,31.53,0,14.962435,121.062859
104723,38.4,0,14.89300448,121.0167934
104724,36.49,0,15.019059,121.097336
104725,36.54,0,14.940576,121.02961
104726,38.22,0,14.94252902,121.0028584
104727,36.77,0,14.937552,120.986809
104728,37.27,0,14.8176549,120.9053958
104729,38.29,0,14.824068,120.904716
104730,38.89,0,14.834676,120.904694
104731,35.69,0,14.843868,120.921428
104732,37.18,0,14.81916316,120.8956325
104733,37.59,0,14.819776,120.910947
104734,37.2,0,14.851025,120.905037
104735,34.81,0,14.85138973,120.9144666
104736,37.84,0,14.809875,120.894722
104737,35.22,0,14.9583509,120.8987397
104739,34.1,0,14.98805908,120.8959603
104740,32.3,0,14.98449414,120.8836172
104741,37.52,0,14.955314,120.904556
104742,34.03,0,15.01250708,120.8815146
104743,34.68,0,14.97003333,120.8944833
104744,37.81,0,14.996961,120.891505
104745,37.07,0,15.00838851,120.9000244
104746,31.83,0,14.965536,120.909283
104748,38.06,0,14.9633252,120.903328
104749,32.42,0,14.97925343,120.8764988
104750,35.49,0,14.95620595,120.8966182
104751,33.02,0,14.97002808,120.8585199
104752,37.21,0,14.9525238,120.8890522
104753,30.18,1,14.9199102,120.88651
104754,35.69,0,14.95466231,120.8624008
104755,37.73,0,14.95662121,120.8790467
104756,33.82,0,15.001914,120.869522
104757,32.45,0,14.94185051,120.8903965
104758,35.77,0,14.93250633,120.8792531
104759,33.76,0,14.94406692,120.8961306
104760,31.19,0,14.94563285,120.8858902
104761,31.75,0,14.78835121,120.9285873
104762,32.07,0,14.82985867,120.9438885
104763,30.3,1,14.7938974,120.930765
104764,35.54,0,14.78966018,120.941271
104765,34.05,0,14.78817952,120.932145
104766,32.63,0,14.8000523,120.9228543
104767,36.27,0,14.785974,120.9533754
104768,26.47,1,14.77923802,120.9337264
104769,34.79,0,14.81247406,120.9332251
104770,29.85,1,14.815741,120.939764
104772,36.67,0,14.7760287,120.881812
104773,32.54,0,14.7931,120.879
104774,31.4,0,14.793405,120.881061
104775,34.87,0,14.769285,120.895109
104776,36.47,0,14.79690455,120.8678972
104777,32.71,0,14.80501782,120.8802864
104779,34.82,0,14.805859,120.860214
104780,31.85,0,14.787043,120.883888
104781,28.77,1,14.78494,120.881689
104782,31.64,0,14.810895,120.867746
104783,27.79,1,14.7659489,120.8971342
104784,38.02,0,14.95447108,120.9391384
104785,38.44,0,14.9503727,120.9339875
104786,32.02,0,14.95579851,120.9189759
104787,35.53,0,14.9029403,120.9150353
104788,35.29,0,14.92792524,120.8967266
104789,36.82,0,14.91878218,120.9434225
104790,35.11,0,14.914017,120.952003
104791,36.08,0,14.90902467,120.9302808
104792,35.26,0,14.93245119,120.9279864
104793,37.22,0,14.93118546,120.9065202
104794,34.51,0,14.94904971,120.9083906
104795,30.38,1,14.9565298,120.9474307
104796,38.64,0,14.898802,120.785973
104797,33.3,0,14.89827012,120.7928855
104798,38.33,0,14.908698,120.745071
104799,35.28,0,14.912588,120.753716
104800,34.63,0,14.88477484,120.783868
104801,36.39,0,14.911992,120.768317
104802,32.53,0,14.903898,120.774292
104803,36.36,0,14.922761,120.768906
104804,38.12,0,14.917567,120.768022
104805,30.62,1,14.917367,120.758073
104806,37.41,0,14.90156743,120.7547054
104807,34.2,0,14.891204,120.767685
104808,35.33,0,14.8686,120.764
104809,33.57,0,14.905761,120.780762
104811,35.72,0,14.875739,120.785905
104812,37.85,0,14.90793561,120.7394712
104813,32.65,0,14.882,120.733177
104814,37.17,0,14.87443173,120.737256
104815,37.29,0,14.89857344,120.7359034
104816,37.69,0,14.90184898,120.7901252
104817,35.13,0,14.883398,120.731852
104818,38.16,0,14.897685,120.778858
104819,37.88,0,14.917786,120.743167
104820,31.87,0,14.86207581,120.895173
104821,32.84,0,14.8554018,120.8868114
104822,35.13,0,14.85764722,120.859
104823,34.26,0,14.828488,120.8803669
104824,32.53,0,14.83906111,120.8660056
104825,32.5,0,14.84031121,120.8816353
104826,32.56,0,14.85458387,120.8683797
104827,33.74,0,14.83378056,120.8880889
104828,35.58,0,14.83996384,120.8677679
104829,34.13,0,14.85344599,120.86188
104830,34.45,0,14.831486,120.86407
104831,34.61,0,14.83696111,120.8860028
104832,33.31,0,14.837,120.886
104833,34.02,0,14.82702754,120.8914864
104834,38.39,0,14.8562939,120.7645822
104835,36,0,14.857507,120.760155
104836,37.7,0,14.8363557,120.7349397
104837,36.81,0,14.84160556,120.7630361
104838,35.84,0,14.86883194,120.7641935
104839,37.25,0,14.871547,120.77047
104840,35.61,0,14.87811227,120.7606451
104841,38.12,0,14.86331157,120.7508927
104842,37.82,0,14.8399001,120.7420473
104843,36.54,0,14.86008099,120.739689
104844,37.61,0,14.8658982,120.7421369
104845,39,0,14.83185032,120.751674
104846,37.64,0,14.83014444,120.7363327
104847,35.54,0,14.85653354,120.7329073
104848,32.08,0,14.82772207,120.7298448
104849,37.5,0,14.81628202,120.7283315
104850,33.03,0,14.825514,120.725745
104851,35.62,0,14.76805151,120.7432944
104852,36.33,0,14.81702328,120.744498
104853,37.71,0,14.8304707,120.7326255
104854,35.08,0,14.81757931,120.7298437
104855,35.9,0,14.8141073,120.7162992
104856,29.34,1,14.813886,120.724945
104857,30.94,0,14.8167537,120.7542298
104858,31.56,0,14.8390737,120.7378183
104859,36.21,0,14.84927222,120.7348833
104860,20.27,1,14.77367271,120.752243
104861,33.55,0,14.816881,120.721619
104862,31.48,0,14.82972,120.837063
104863,25.41,1,14.857299,120.81732
104864,31.09,0,14.874658,120.839264
104865,35.26,0,14.85845,120.800804
104866,37.22,0,14.863,120.843
104867,29.61,1,14.844184,120.804486
104869,31.89,0,14.850636,120.835364
104870,33.92,0,14.863478,120.852317
104871,34.26,0,14.873041,120.79213
104872,30.59,1,14.822837,120.861888
104873,31.9,0,14.884944,120.809975
104874,31.44,0,14.882083,120.818592
104875,31.72,0,14.84222,120.82593
104876,34.28,0,14.847295,120.846931
104877,32.35,0,14.832925,120.855891
104878,35.99,0,14.840922,120.835358
104879,31.05,0,14.875827,120.825304
104880,28.54,1,14.858414,120.831444
104881,30.7,0,14.856954,120.827811
104882,34.21,0,14.8405,120.854
104883,34.52,0,14.842475,120.797676
104886,30,1,14.827003,120.821269
104887,31.41,0,14.82817,120.829697
104888,33.2,0,14.766313,120.819008
104889,36.27,0,14.841745,120.802397
104890,35.62,0,14.846123,120.817033
104891,30.76,0,14.8160015,120.837239
104892,27.92,1,14.839561,120.81382
104893,33.86,0,14.809604,120.849089
104894,33.61,0,14.798783,120.81292
104895,30.57,1,14.776846,120.810903
104896,27.82,1,14.759125,120.814483
104897,32.62,0,14.821944,120.827014
104898,29.76,1,14.83277,120.813377
104899,34.09,0,14.816099,120.854469
104900,38.26,0,14.765629,120.934799
104901,36.86,0,14.76386093,120.9425877
104902,30.29,1,14.782321,121.027206
104903,27.98,1,14.752645,120.957542
104904,28.71,1,14.7654642,120.9712063
104905,26.57,1,14.769903,120.972862
104906,33.05,0,14.759737,120.958988
104907,30.61,1,14.790316,121.007715
104908,31.21,0,14.75369143,120.9491068
104909,36.46,0,14.778756,120.960294
104910,31.01,0,14.78316609,120.9840372
104911,33.07,0,14.76465945,120.9557612
104912,31.44,0,14.779426,120.974754
104913,26.2,1,14.780121,120.966125
104914,33.8,0,14.76483335,120.9488359
104915,25.83,1,14.818823,120.955439
104916,27.3,1,14.767204,121.010529
104918,31.32,0,14.720495,120.961746
104919,30.46,1,14.76724698,120.9912488
104920,28.78,1,14.7538626,120.9818612
104921,30.26,1,14.739389,120.980675
104922,29.5,1,14.73470951,120.9777193
104923,34.82,0,14.74410159,120.9804036
104924,33.25,0,14.7464403,120.9730729
104925,25.34,1,14.7749977,121.0032088
104926,26.82,1,14.75079492,120.9684742
104927,30.47,1,14.766018,120.983894
104928,27.6,1,14.76393668,121.0009327
104929,32.34,0,14.7436296,120.9554221
104930,34.25,0,14.72747734,120.9606104
104931,32.06,0,14.73272819,120.9534582
104932,29.66,1,14.7331376,120.9612157
104933,35.21,0,14.738101,120.927342
104934,37.05,0,14.73700044,120.9480199
104935,26.84,1,14.73257597,120.9567967
104936,32.65,0,14.72373463,120.9665421
104937,34.5,0,14.75347069,120.9220629
104938,30.68,0,14.73520412,120.9543106
104939,36.31,0,14.861816,121.0951
104940,39.6,0,14.886878,121.105324
104941,39.43,0,14.926312,121.100189
104942,35.67,0,14.908263,121.102058
104943,28.85,1,14.95557,121.085014
104944,38.77,0,14.88214646,121.0612409
104945,36.67,0,14.918221,121.154121
104946,37.91,0,14.922087,121.081337
104947,38.47,0,14.86293379,121.0456755
104948,39.46,0,14.87415,121.145287
104949,38.56,0,14.913384,121.073174
104950,38.69,0,14.912016,121.059166
104951,38.79,0,14.876369,121.050719
104952,39.44,0,14.90813161,121.0440782
104953,35.61,0,14.906816,121.153549
104954,36.54,0,14.900992,121.057198
104955,39.59,0,14.893296,121.028664
104956,39.73,0,14.934543,121.07122
104957,36.63,0,14.875159,121.126884
104958,38.14,0,14.890227,121.076401
104959,38.98,0,14.860216,121.084534
104960,34.58,0,14.86675787,121.038768
104961,27.62,1,14.71702417,120.908843
104962,32.62,0,14.70671481,120.9411082
104963,30.88,0,14.72364332,120.9284623
104964,29.78,1,14.71325293,120.9352396
104965,28.67,1,14.7297254,120.9230456
104966,33.91,0,14.6982199,120.9469221
104967,25.12,1,14.72063535,120.9295963
104968,34.26,0,14.744661,120.910454
104969,37.91,0,14.885214,120.920143
104970,34.43,0,14.891912,120.954044
104972,36.72,0,14.86256972,120.9359653
104973,35.53,0,14.9035885,120.9672916
104974,37.62,0,14.895354,120.937157
104975,37.42,0,14.892617,120.966209
104976,36.67,0,14.86650647,120.9561269
104977,37.88,0,14.84646512,120.9309016
104978,37.57,0,14.847585,120.938675
104979,37.29,0,14.87359279,120.9181742
104980,34.07,0,14.88028692,120.9650755
104981,37.47,0,14.884219,120.92868
104982,36.23,0,14.8820939,120.9401334
104983,36.8,0,14.90087,120.986153
104985,33.77,0,14.845224,120.813271
104986,37.54,0,14.892576,120.966232
104987,36,0,14.781751,120.784317
104988,36.82,0,14.864543,120.787618
104989,37.78,0,14.82944444,120.7896361
104990,38.85,0,14.76426572,120.7707678
104991,36.47,0,14.83162773,120.7867
104992,33,0,14.836408,120.771591
104993,34.46,0,14.85257847,120.7789716
104994,34.65,0,14.8367091,120.7798593
104995,36.56,0,14.82427147,120.7907275
104996,30.68,0,14.84958333,120.7896444
104997,38.88,0,14.837306,120.7905128
104998,30.67,1,14.84601124,120.78797
104999,34.04,0,14.86780058,120.8798023
105000,36.92,0,14.886832,120.870978
105001,35.51,0,14.901325,120.8904508
105002,35.46,0,14.91432962,120.8945747
105003,36.93,0,14.899071,120.819633
105004,35.27,0,14.878578,120.899689
105005,35.48,0,14.88336658,120.8218655
105006,38.62,0,14.87761852,120.8478485
105007,31.57,0,14.895106,120.854439
105008,36.79,0,14.89082239,120.8753377
105009,36.57,0,14.88426723,120.8594342
105010,36.61,0,14.90001937,120.8070828
105011,32.66,0,14.902239,120.897842
105012,34.81,0,14.897986,120.829705
105013,35.15,0,14.883575,120.838145
105014,34.64,0,14.8745907,120.8622211
105015,35.99,0,14.93150388,120.8437266
105016,34.89,0,14.9417629,120.8442899
105017,34.94,0,14.920657,120.817557
105018,35.24,0,14.944818,120.830697
105019,37.59,0,14.896754,120.864815
105020,37.41,0,14.9039038,120.8480675
105021,35.67,0,14.9020346,120.8331018
105022,37.42,0,14.90564,120.816135
105023,36.17,0,14.941592,120.84433
105024,36.1,0,14.9496357,120.8406301
105025,37.51,0,14.9017277,120.8749924
105026,35.76,0,14.90908759,120.8788486
105027,37.75,0,14.910683,120.827225
105028,37.56,0,15.10085931,120.9404906
105029,37.73,0,15.08781089,120.9949992
105030,36.76,0,15.09695054,121.0133325
105031,35.56,0,15.04165,121.0110111
105032,37.19,0,15.082284,121.016756
105033,36.65,0,15.06808056,120.9318778
105034,34.44,0,15.07561303,120.9157143
105035,37.5,0,15.111404,120.94574
105036,25.32,1,15.07795832,120.9360829
105037,37.7,0,15.088802,120.941663
105039,35.97,0,15.106018,120.961275
105040,36.68,0,15.06083889,120.9817944
105041,34.86,0,15.07931021,120.9441256
105044,37.53,0,15.0980784,120.9807603
105045,34.93,0,15.07665932,120.9834459
105046,37,0,15.05628977,120.9195177
105047,36.85,0,15.07104552,121.010665
105048,36,0,15.0484455,121.071699
105049,37.39,0,15.0504955,121.0453716
105050,37.74,0,15.01184,120.98772
105051,36.92,0,15.04081279,120.9900069
105053,38.32,0,15.0489454,121.0110607
105054,37.77,0,15.04818615,120.937325
105055,32.02,0,15.0565483,120.9388453
105056,36.67,0,15.06935833,120.9492361
105058,37.99,0,15.05974363,120.9824438
105059,34.67,0,15.01343638,121.0112093
105060,36.66,0,15.07207474,120.962803
105062,37.66,0,15.03332634,120.9620117
105063,34.67,0,15.045891,120.945869
105064,36.79,0,15.02489923,120.992159
105065,35.63,0,15.21119429,120.9560823
105066,34.33,0,15.227877,120.995262
105067,35.52,0,15.190216,120.972022
105068,36.1,0,15.16601808,120.9948835
105069,36.18,0,15.21987972,120.9538852
105070,36.88,0,15.180195,121.031629
105071,36.67,0,15.140896,121.107719
105072,34.17,0,15.057231,121.102249
105073,35.83,0,15.143309,120.975291
105074,37.44,0,15.144418,121.105766
105075,37.55,0,15.201333,121.12973
105076,37.24,0,15.208166,121.083328
105077,36.69,0,15.21711384,120.9825872
105078,36.4,0,15.232805,121.023697
105079,33.03,0,15.23562,121.043716
105080,34.1,0,15.254046,121.052086
105082,36.86,0,15.20141352,121.014504
105083,36.64,0,15.20160707,120.9786723
105085,35.85,0,15.200794,120.955994
105086,34.63,0,15.19305,120.991447
105087,35.37,0,15.1643018,121.0616963
105088,36.93,0,15.16895324,121.0127924
105089,35.13,0,15.21992488,121.004333
105090,35.77,0,15.16660058,121.0397992
105092,35.9,0,15.17019969,120.9305128
105093,35.21,0,15.138364,121.025723
105094,35.9,0,15.17487462,120.9638435
105095,36.98,0,15.14358177,120.9418149
105096,35.73,0,15.10919041,121.0683504
105097,37.55,0,15.117614,120.985069
105098,34.71,0,15.137976,120.962101
105099,30.5,1,15.137587,120.952438
105101,32.86,0,15.141415,121.009287
105102,36.83,0,15.11043345,121.0008895
105103,34.73,0,15.163267,120.920494
105104,35.76,0,15.148958,121.037132
105105,33.97,0,15.118639,121.025017
105106,37.2,0,15.11982354,120.967391
105107,36.49,0,15.127215,121.0103
105108,36.03,0,15.186669,120.9598826
105109,35.84,0,15.148456,120.981628
105110,33.05,0,15.14016338,120.9859818
105111,31.45,0,15.144312,120.976962
105112,34.96,0,15.133548,120.965988
105113,36.47,0,15.088978,121.094774
105114,36.33,0,15.131916,120.993252
105115,34.8,0,14.972538,120.939711
105116,36.27,0,14.99603826,120.9318357
105117,38.37,0,15.00033889,120.9810111
105118,32.07,0,15.033525,120.914364
105119,33.52,0,15.021875,120.9553639
105120,38.76,0,15.02206478,120.9357669
105121,38.85,0,14.96475718,121.0024092
105122,32.88,0,14.99135059,120.9049223
105123,36.24,0,14.96674452,120.9526258
105124,38,0,15.01253889,121.0113806
105125,37.12,0,14.991,120.9845389
105126,34.72,0,15.010589,120.969477
105127,33.57,0,14.99589876,120.9139614
105128,37.5,0,14.96213867,121.0128884
105129,33.79,0,15.011699,120.905421
105130,36.14,0,15.01966111,120.9650995
105131,35.5,0,14.97309167,120.92145
105133,38.73,0,14.958717,120.968444
105134,36.78,0,15.00672561,120.93342
105136,37.78,0,14.96008391,120.9830985
105137,36.62,0,14.96773056,120.9263389
105138,34.86,0,14.99200587,121.0499732
105139,34.95,0,14.97315,120.9174472
105140,26.22,1,14.81745987,120.9568822
105141,30.13,1,14.84903742,121.0034805
105142,30.48,1,14.85714879,121.0224593
105143,36.28,0,14.801716,120.988518
